"atk1568.0001.001.umich.edu","Salita at buhay na pinangyarihan ng mag-asaua na si Juan at si Maria : sa astrociang ciudad ng imperiong Roma nang panahong una","Maynila : Imprenta, at Libreria ni J. Martinez","University of Michigan","1922-01-01"
"lecturesonselec00partgoog","Lectures on Select Subjects in Mechanics, Hydrostatics, Pneumatics, Optics, and Astronomy","Printed for T. Tegg","New York Public Library","1839-01-01"
"introductiontoa02plumgoog","Introduction to Astronomy: For the Use of Science Classes and Elementary and ...","No Publisher","Harvard University","1873-01-01"
"anastronomerswi02hallgoog","An astronomer's wife; the biography of Angeline Hall","Baltimore, Nunn & company","University of Michigan","1908-01-01"
"practicenavigat01rapegoog","The Practice of Navigation and Nautical Astronomy","Potter","University of California","1908-01-01"
"elementsastrono01ballgoog","Elements of Astronomy","D. Appleton","unknown library","1880-01-01"
"traitlmentaired00rossgoog","Traité élémentaire d'astronomie physique. Avec des additions relatives a l'astronomie nautique ...","No Publisher","Oxford University","1857-01-01"
"astronomischebe00schgoog","Astronomische Beobachtungen auf der Sternwarte der Königlichen rheinischen Friedrich-Wilhelms-Universität zu Bonn","Bonn, Bei A. Marcus","Harvard University","1846-01-01"
"astronomischerj00coppgoog","Astronomischer Jahresbericht","G. Reimer [etc.].","University of Michigan","1905-01-01"
"bub_gb_5bERAAAAYAAJ","Sirius. Zeitschrift für populäre astronomie ..","Leipzig, K. Scholtze","unknown library","1800-01-01"
"bub_gb_RFM_AAAAcAAJ","Astronomische Untersuchungen. 1","Bornträger","Bavarian State Library","1841-01-01"
"anewmanualeleme00kiddgoog","A New Manual of the Elements of Astronomy: Descriptive and Mathematical ...","S.C. Griggs & co.","unknown library","1870-01-01"
"resultsastronom00obsegoog","Results of Astronomical Observations Made at the Observatory of the ...","printed by the executorsof Edw. P. Humble","University of Michigan","1849-01-01"
"afewchaptersina00kenngoog","A Few Chapters in Astronomy","Taylor and Francis","University of California","1894-01-01"
"bub_gb_fRXKStctkfQC","Cours élémentaire d'astronomie concordant avec les articles du programme officiel pour l'enseignement de la cosmographie dans les lycées par m. Ch. Delaunay Première partie","Victor Masson","unknown library","1853-01-01"
"bub_gb_1q5xysdgXOEC","Récreations arithmétiques, ou Dixhuit cents problémes dont les résultats présentent des faits numériques pris dans l'histoire, la géographie, la physique, la chimieque, l'astronomie, etc. ... par J. Jaclot et par A. d'Arbel Ainé","Société belge de librairie","unknown library","1840-01-01"
"outlinesastrono07hersgoog","Outlines of Astronomy","Lea & Blanchard","Harvard University","1849-01-01"
"bub_gb_CMqYxcOVfWwC","Traite elementaire de physique celeste, ou precis d'astronomie theorique et pratique par G. de Pontecoulant","Carilian-Goeury","unknown library","1840-01-01"
"atreatiseonastr01woodgoog","A Treatise on Astronomy, Theoretical and Practical","Printed for J. Deighton & sons; [etc., etc.]","University of California","1823-01-01"
"keplerunddieast00reusgoog","Kepler und die Astronomie: Zum dreihundertjährigen Jubiläum von Keplers Geburt am 27. December 1571","Heyder & Zimmer","Oxford University","1871-01-01"
"astronomicaldoc00albrgoog","Astronomical doctrines presented in new aspects","Baltimore, Printed by T. Kroh & sons","University of Michigan","1897-01-01"
"bub_gb_JAE7n0b0Hd4C","Tributo alla memoria dell'insigne astronomo cavaliere Antonio Cagnoli veronese Ippolito Pindemonte","dalla Societa' tipografica editrice","unknown library","1821-01-01"
"cihm_88467","Astronomical and astrophysical progress in 1905 [microform]","[Toronto : Royal Astronomical Society]","Canadiana.org","1906-01-01"
"bub_gb_EM4MAAAAYAAJ","General astronomy","New York, Longmans, Green","unknown library","1922-01-01"
"anintroductiont02loomgoog","An introduction to practical astronomy","American Book Co.","Oxford University","1855-01-01"
"wochenschriftfu00colngoog","Wochenschrift fur Astronomie,Meteorologie und Geographie 1882","No Publisher","Oxford University","1882-01-01"
"systemaastronom00seyfgoog","Systema astronomiae aegyptiacae quadripartitum","J.A. Barth","Oxford University","1833-01-01"
"newastronomy01langgoog","The new astronomy [microform]","Boston : Houghton, Mifflin","Harvard University","1891-01-01"
"bub_gb_43Q6vKLGf10C","Die sonne un die astronomie von K. Nagy","F. A. Brockhaus","unknown library","1866-01-01"
"bub_gb_im0PJOl-yRUC","Della erroneità de'sistemi in ogni maniera di scienze ed in ispecie nelle scienze fisiche ed astronomiche ragionamento che ha servito di prolusione agli studii della Regia università di Catania per l'anno scolastico 1849 e 1850 del cav. Agatino Longo","Tipografia del Reale Ospizio di Beneficenza","unknown library","1850-01-01"
"bub_gb_bpjedQrmBm0C","Traité d'astronomie sphérique et d'astronomie pratique par m. F. Brünnow Astronomie sphérique. 1","Gauthier-Villars","unknown library","1869-01-01"
"bub_gb_F34rAAAAYAAJ","Novo diccionario da marinha de guerra e mercante, contendo todos os termos maritimos, astronomicos, construcção, e artilheria naval, com um appendice instructivo de tudo que deve saber a gente do mar","Lisboa : Impr. Silviana","Harvard University","1855-01-01"
"bub_gb_G2F0Tk8qEzgC","Bollettino delle scienze matematiche astronomiche fisiche e chimiche","all'uffizio della Società editrice S. Marco","unknown library","1825-01-01"
"reminiscencesan02newcgoog","The Reminiscences of an Astronomer","Harper & Brothers","Harvard University","1903-01-01"
"amanualspherica01unkngoog","A Manual of Spherical and Practical Astronomy: Embracing the General ...","No Publisher","University of Michigan","1871-01-01"
"firstobservatio00byrdgoog","First Observations in Astronomy: A Handbook for Schools and Colleges","The Rumford press","University of California","1914-01-01"
"guymanneringora15scotgoog","Guy Mannering, Or, The Astrologer","Printed by JamesBallantyne and Co. ForLongman, Hurst, Rees, Orme, and Brown, London; and ArchibaldConstable and Co. Edinburgh.","Oxford University","1815-01-01"
"bub_gb_Iv6BiXxhSdIC","La cosmografia istorica astronomica e fisica di Biagio Soria. Tomo 1 6. Parte fisica seguita dalle notizie storiche, politiche, ed ecclesiastiche di ciascuno stato","dai torchi di Saverio Giordano","unknown library","1827-01-01"
"bub_gb_7XHvAAAAMAAJ","Handbuch der Astronomie ihrer Geschichte und Litteratur","F. Schulthess","unknown library","1890-01-01"
"traitedastronom01schugoog","Traite d'astronomie theorique","Perthes & Besser","New York Public Library","1834-01-01"
"bub_gb_Ohv7-oEiD9QC","BiographischLiterarisches Handwörterbuch zur Geschichte der exacten Wissenschaften, 1 enthaltend Nachweisungen über Lebensverhältnisse und Leistungen von Mathematikern, Astronomen, Physikern, Chemikern, Mineralogen, Geologen Usw. AllerVölker und Zeiten","Johann Ambrosius Barth","unknown library","1863-01-01"
"bub_gb_RglSAAAAcAAJ","Populäre astronomische Encyclopädie astronomisches Handwörterbuch. Eine lexikographisch geordnete Erklärung d. in d. Himmelskunde u. d. darauf bezüglichen Theilen d. übrigen Naturwiss. vorkommenden Begriffe u. Ausdrücke nebst biograph. Notizen über d. hierbei erwähnten Forscher. Mit 58 Holzschnitten","Grieben","Bavarian State Library","1871-01-01"
"abrissderprakti00savigoog","Abriss der praktischen Astronomie: Vorzüglich in ihrer Anwendung auf ...","Perthes-Besser & Mauke","Harvard University","1850-01-01"
"bub_gb_MG0AAAAAcAAJ","Weil's, der Stadt, kleine Chronik welche zugleich umständliche Nachrichten von Brenz, dem Reformator, Kepler, dem Astronomen, und Gall, dem Linzer Bischof und deren Familien enthält ein Beitrag zur Kunde teutscher Städte und Sitten, als Kleeblatt zu Pforzheim's und Bretten's kleinen Chroniken ; mit Johann Brenzen, des Aelter","Uebel","unknown library","1808-01-01"
"lecturesonastro00mosegoog","Lectures on astronomy, delivered at King's college, London","J.W. Parker","Oxford University","1850-01-01"
"bub_gb_NJ8RAAAAYAAJ","Astronomische Nachrichten","[S.l. : s.n.]; Weinheim : Wiley-VCH","unknown library","1823-01-01"
"scientificknowl05boxegoog","Scientific Knowledge: Being an Epitome of Mathematics & Astronony; Embracing ...","Printed for the author, by Parke & Bennet","University of Michigan","1846-01-01"
"scientificknowl03boxegoog","Scientific Knowledge: Being an Epitome of Mathematics & Astronony; Embracing ...","Printed for the author, by Parke & Bennet","University of Michigan","1846-01-01"
"elementsdescrip00tancgoog","The Elements of Descriptive Astronomy","Clarendon press","University of California","1919-01-01"
"anintroductoryt00lubygoog","An introductory treatise to physical astronomy","No Publisher","Oxford University","1828-01-01"
"bub_gb_GotNAAAAYAAJ","Astronomie in ihrer Bedeutung für das praktische Leben","Leipzig und Berlin, B.G. Teubner","Princeton University","1919-01-01"
"bub_gb_PN4zAQAAIAAJ","Astronomische Nachrichten","[S.l. : s.n.]; Weinheim : Wiley-VCH","unknown library","1823-01-01"
"longituddelobse00angugoog","Longitud del Observatorio Astronómico Nacional mexicano por señales ...","Oficina tip. de la Secretaría de fomento","University of Michigan","1886-01-01"
"bub_gb_OPQNAAAAQAAJ","Astronomisches Jahrbuch fur das Jahr 1824","No Publisher","unknown library","1821-01-01"
"gri_33125008697852","Traité d'astronomie","No Publisher","Getty Research Institute","1834-01-01"
"bub_gb_RKIEAAAAQAAJ","ASTRONOMISCHE NACHRICHTEN","No Publisher","Oxford University","1859-01-01"
"astronomicalinv00pratgoog","Astronomical investigations. The cosmical relations of the revolution of the lunar apsides ...","John Churchill and Sons","Oxford University","1865-01-01"
"bub_gb_7AZHGz2I6VUC","Manneringʺ ili astrologʺ, sočinenie sira Valtera Skotta, perevodʺ sʺ Francuzskago, izdannyj Vladimiromʺ Bronevskimʺ. L·astʹ 1. 4.","No Publisher","unknown library","1824-01-01"
"bub_gb_8JdRAAAAcAAJ","Populäre Himmelskunde und astronomische Geographie","Enslin","unknown library","1860-01-01"
"bub_gb_O2U_AAAAcAAJ","Astronomische Nachrichten","WILEY-VCH Verlag","unknown library","1860-01-01"
"bub_gb_XLMRAAAAYAAJ","Sirius. Zeitschrift für populäre astronomie ..","Leipzig, K. Scholtze","unknown library","1800-01-01"
"selectworksoftho04chal","The select works of Thomas Chalmers : comprising his miscellanius; lectures on Romans; astronomical, commercial, and congregational discourses, etc","New York : R. Carter","Princeton Theological Seminary Library","1848-01-01"
"textbookonpract01hosmgoog","Text-book on practical astronomy","New York, J. Wiley","unknown library","1910-01-01"
"bub_gb_T2c_AAAAcAAJ","Astronomische Nachrichten","WILEY-VCH Verlag","No Contributor","1868-01-01"
"bub_gb_6DGzpepKkZ8C","Bibliographie astronomique; avec l'histoire de l'astronomie depuis 1781 jusqu'a 1802 par Jerome de la Lande ..","de l'Imprimerie de la Republique","unknown library","1803-01-01"
"cihm_84331","Astronomy, a cultural avocation [microform]","Toronto : [s.n.]","Canadiana.org","1918-01-01"
"bub_gb_K5BFfe2LGX0C","D'un istrumento astronomico doppiamente repetitore e d'un metodo d'osservazione che lo riguarda memoria di Domenico De'Vecchi ..","nella Stamperia Nannei","unknown library","1816-01-01"
"popularlectureso00aragiala","Popular lectures on astronomy; delivered at the Royal observatory of Paris","New York : Greeley & McElrath","University of California Libraries","1845-01-01"
"bub_gb_FhFLAAAAYAAJ","Sirius. Zeitschrift für populäre astronomie ..","Leipzig, K. Scholtze","unknown library","1800-01-01"
"bub_gb_7fo-AAAAYAAJ","Commentatio ad quaestionem astronomicam ; a nobilissimo disciplinarum mathematicarum et physicarum ordine Academie Gandavensis propositam, anno M. DCC. XXII. ""Data duurum locorum differentia latudinis et linea loxodro mica, invenire differenentiam longitudinis eorum dem."" Quae praemium reportavit die VII Octobris M. DCCC. XXIII.","Gandavi : apud P. F. De Goesin-Verhaeghe, academiae typographum","unknown library","1824-01-01"
"bub_gb_EXgzAAAAIAAJ","Aphorismen aus der Geschichte der Astronomie der Alten","Immanuel Webel","unknown library","1836-01-01"
"introductiontoa00plumgoog","Introduction to astronomy","No Publisher","Oxford University","1873-01-01"
"bub_gb__j1wfUPnA9oC","Lettres sur l'astronomie, en prose et en vers, par Albert Montémont ... Tome premier quatrieme","ill. calcogr., antip., front.","unknown library","1823-01-01"
"anewmanualeleme02kiddgoog","A New Manual of the Elements of Astronomy: Descriptive and Mathematical ...","Ivison, Blakeman Taylor , & company","Harvard University","1871-01-01"
"bub_gb_BLsEd1XIkLwC","La cosmografia istorica astronomica e fisica di Biagio Soria. Tomo 1 6. Parte storica della cosmografia antica","dai torchi di Saverio Giordano","unknown library","1821-01-01"
"elementsastrono00brocgoog","Elements of Astronomy, for Schools and Academies with Explanatory Notes, and Questions for ...","Sheldon and Co.","Harvard University","1872-01-01"
"bub_gb_SsNPAAAAMAAJ","Meyers Hand-Lexikon des allgemeinen Wissens in einem Band : mit vielen Karten der Astronomie, Geographie, Geognosie, Geschichte, etc","Hildburghausen : Bibliographisches Institut","University of Wisconsin - Madison","1871-01-01"
"bub_gb_ZzNCMY45qFkC","Encyclopédie moderne dictionnaire abregé des sciences, des lettres, des arts, de l'industrie, de l'agriculture et du commerce publiée par mm. Firmin Didot frères Atlas tome 1 agriculture, anatomie humaine, architecture, astronomie, chemins de fer, chimie, arts chimiques","Firmin Didot frères","unknown library","1852-01-01"
"bub_gb_x6Iy4VArx-gC","Memorie astronomiche del prof. Giovan Battista Donati estratte dagli Annali del R. Museo fiorentino v. 1, serie seconda","coi tipi di M. Cellini","unknown library","1862-01-01"
"bub_gb_9fUodxirOiMC","Cours élémentaire d'astronomie concordant avec les articles du Programme officiel pour l'enseignement de la cosmographie... par Ch. Delaunay","Langlois & Leclercq","unknown library","1855-01-01"
"bub_gb_2axBAAAAcAAJ","Oeuvres complètes de François Arago Astronomie; 57. Notices biographiques; 812. Notices scientifiques; 13. Voyages scientifiques; 1415. Mémoires scientifiques; 16. Mélanges; 17. Tables","Gide et J. Baudry","unknown library","1857-01-01"
"bub_gb_GzMAAAAAQAAJ","An Explanation of the Gnomonic Projection of the Sphere And of Such Points of Astronomy as are Most Necessary in the Use of Astronomical Maps Being a Description of the Construction and Use of the Larger and Smaller Maps of the Stars; as Also of the Six Maps of the Earth","Baldwin and Craddock","Oxford University","1836-01-01"
"scientificknowl07boxegoog","Scientific Knowledge: Being an Epitome of Mathematics & Astronony; Embracing ...","Printed for the author, by Parke & Bennet","University of Michigan","1846-01-01"
"practicenavigat00rapegoog","The Practice of Navigation and Nautical Astronomy","J.D. Potter","University of Michigan","1882-01-01"
"bub_gb__-qGex_iKdoC","Il cielo nozioni astronomiche Dionigi Lardner","Vallardi","unknown library","1860-01-01"
"bub_gb_DRRFAAAAcAAJ_2","Connaissance des temps ou des mouvements célestes, à l'usage des astronomes et des navigateurs pour l'an ...","Gauthier-Villars","Bavarian State Library","1803-01-01"
"wochenschriftfu03heisgoog","Wochenschrift fur Astronomie, Meteorologie und Geographie 1862","No Publisher","Oxford University","1862-01-01"
"repertoriumfrex02carlgoog","Repertorium für experimental-physik, für physikalische technik, mathematische und astronomische instrumentenkunde","München und Leipzig, R. Oldenbourg","Harvard University","1866-01-01"
"publicationsast14pacigoog","Publications of the Astronomical Society of the Pacific","The Society","New York Public Library","1907-01-01"
"bub_gb__6wRAAAAYAAJ","Sirius. Zeitschrift für populäre astronomie ..","Leipzig, K. Scholtze","unknown library","1800-01-01"
"bub_gb_ccTUIfwv-SkC","La cosmogonie et la géologie basées sur les faits physiques, astronomiques et géologiques qui ont été constatés ou admis par les savants du dixneuvième siècle par J.B. Dalmas, membre de la Société Gèologique de France et de la Société académique du Puy","imprimerie de Louis Perrin","unknown library","1852-01-01"
"scientificknowl02boxegoog","Scientific Knowledge: Being an Epitome of Mathematics & Astronony; Embracing ...","Printed for the author, by Parke & Bennet","University of Michigan","1846-01-01"
"bub_gb_4ApbAAAAcAAJ","Die Erfindung des Fernrohrs und ihre Folgen für die Astronomie. Vortrag, etc","No Publisher","unknown library","1870-01-01"
"bub_gb_2LgtAAAAcAAJ","Der Wunderbau des Weltalls oder populäre Astronomie Nebst einem Atlas Astronomische Tafeln, Abbildungen u. Sternkarten enth. Fünfte, gänzlich neu bearbeitete Auflage mit einem Nachtrage Die totale Sonnenfinsternis am 18. Juli 1860","C. Heymann","unknown library","1861-01-01"
"lehrbuchdersphr00brgoog","Lehrbuch der sphärischen Astronomie","Dümmler ;","Oxford University","1851-01-01"
"aseriesdiscours00chalgoog","A Series of Discourses on the Christian Revelation, Viewed in Connection with the Modern Astronomy","Smith","New York Public Library","1817-01-01"
"bub_gb_MGQ_AAAAcAAJ","Astronomische Nachrichten","WILEY-VCH Verlag","unknown library","1856-01-01"
"scientificknowl06boxegoog","Scientific Knowledge: Being an Epitome of Mathematics & Astronony; Embracing ...","Printed for the author, by Parke & Bennet","University of Michigan","1846-01-01"
"ecceclumorparish00burr","Ecce clum; or, Parish astronomy","Boston, Nichols & Noyes","The Library of Congress","1870-01-01"
"abhandlungenaus00isragoog","Abhandlungen aus der mathematischen Astronomie","H.W. Schmidt","University of California","1890-01-01"
"bub_gb_9KEEAAAAQAAJ","Astronomische Nachrichten begrunder","No Publisher","unknown library","1856-01-01"
"bub_gb_5KxdEjSkAicC","handworterbuch der astronomie","No Publisher","unknown library","1899-01-01"
"precisdelhistoi00mailgoog","Precis de l'histoire de l'astronomie aux Etats-Unis d'Amerique","Hayex, imprimeur","University of Michigan","1860-01-01"
"connectiongeogr00dickgoog","The connection of geography and astronomy, an elementary text-book for Department of science and ...","No Publisher","Oxford University","1876-01-01"
"anastronomerswi04hallgoog","An Astronomer's Wife: The Biography of Angeline Hall","Nunn & Company","Harvard University","1908-01-01"
"labibleetlastro00brungoog","La Bible et l'astronomie","Marchal","Oxford University","1875-01-01"
"astronomyofbible01mitc","The astronomy of the Bible","New York, Blakeman & Mason","The Library of Congress","1863-01-01"
"traitlmentaired02rossgoog","Traité élémentaire d'astronomie physique. Avec des additions relatives a l'astronomie nautique ...","No Publisher","Oxford University","1847-01-01"
"bub_gb_RaxXAAAAYAAJ","Vermischte Schriften über Astronomie, Physik, etc","No Publisher","New York Public Library","1826-01-01"
"cihm_92751","A course of practical astronomy for surveyors [microform] : with the elements of geodesy","[Kingston, Ont.? : s.n.]","Canadiana.org","1883-01-01"
"tudesetlectures00flamgoog","Études et lectures sur l'astronomie","Gauthier-Villars","Harvard University","1875-01-01"
"bub_gb_5zAVAAAAQAAJ","Histoire de l'astronomie moderne","No Publisher","unknown library","1821-01-01"
"lesmondescauser00guilgoog","Les mondes causeries astronomiques: causeries astronomiques","Michel Lévy frères","Oxford University","1863-01-01"
"berichtberdieas00studgoog","Bericht über die astrologischen Studien des Reformators der beobachtenden Astronomie Tycho Brahe ...","Verlag der K. Böhm , Gesellschaft der Wissenschaften","unknown library","1901-01-01"
"bub_gb_76ABAAAAYAAJ","Elementary lessons in astronomy","London, etc., Macmillan and co.","unknown library","1889-01-01"
"bub_gb_JabvWEvhSikC","L'attraction des montagnes, et ses effets sur les fils a plomb ou sur les niveaux des instrumens d'astronomie, constates et determines par des observations astronomiques et geodesiques, faites, en 1810, a l'ermitage de Notre Dame des Anges, sur le mont de Mimet, et au fanal de l'isle de Planier pres de Marseille; suivis de la de","No Publisher","No Contributor","1814-01-01"
"bub_gb_MOI3AAAAMAAJ","Berliner astronomisches jahrbuch für ... mit angaben für die oppositionen der planeten","F. Dümmler","unknown library","1811-01-01"
"atextbookgenera03youngoog","A Text-book of General Astronomy for Colleges and Scientific Schools","Ginn and Company","Harvard University","1916-01-01"
"lestraditionsch00chrgoog","Les traditions chronologiques chrétiennes confrontées avec les mesures astronomiques des temps ...","No Publisher","Oxford University","1858-01-01"
"scientificlibra00smitgoog","The Scientific Library; Or, Repository of Useful and Polite Literature: Comprising Astronomy ...","Printed for John Harris ... and John Wallis","Oxford University","1806-01-01"
"bub_gb_B_A4AAAAMAAJ","Theoretische und practische astronomie","Wien, J.B. Wallishausser","unknown library","1821-01-01"
"acoursepractica00olivgoog","A course of practical astronomy for surveyors with the elements of geodesy","No Publisher","Oxford University","1883-01-01"
"astronomischebe01bonngoog","Astronomische Beobachtungen auf der Sternwarte der Königlichen rheinischen Friedrich-Wilhelms-Universität zu Bonn","Bonn, Bei A. Marcus","New York Public Library","1846-01-01"
"dieextinctionde00maurgoog","Die extinction des fixsterinlichtes in der atmosphäre in ihrer beziehung zur astromischen refraction ..","Zürich, Druck von D. Bürckli","University of Michigan","1882-01-01"
"bub_gb_7Z0tAAAAcAAJ","Astronomie und erdmagnetismus","Stuttgart, Franckh","unknown library","1851-01-01"
"bub_gb_HXtdCzETTTkC","Bulletin des sciences mathématiques astronomiques, physiques et chimiques","Imprimerie de Fain","Lyon Public Library","1830-01-01"
"traitlmentaired03biotgoog","Traité élémentaire d'astronomie physique ... destiné à l'inseignement dans les lycées nationaux ...","Chez Bernard","New York Public Library","1805-01-01"
"astrophysicaljo14socigoog","The Astrophysical journal","University of Chicago Press for the American Astronomical Society","University of California","1895-01-01"
"reportupondeter00usgoog","Report upon the determination of the astrononmical co-ordinates of the primary stations at Cheyenne, Wyoming Territory, and Colorado Springs","Washington, Gov't print. off.","Harvard University","1874-01-01"
"bub_gb_NdgTAAAAYAAJ","The U.S. Naval Astronomical Expedition to the southern hemisphere, during the years 1849'50'51'52","A. O. P. Nicholson, printer","unknown library","1855-01-01"
"listegnraledeso01lancgoog","Liste générale des observatoires et des astronomes, des sociétés et des ...","F. Hayez","New York Public Library","1890-01-01"
"astronomy00lockgoog","Astronomy","American Book Co.","Oxford University","1874-01-01"
"scientificknowl00boxegoog","Scientific Knowledge: Being an Epitome of Mathematics & Astronony; Embracing ...","Printed for the author, by Parke & Bennet","University of Michigan","1846-01-01"
"bub_gb_EicSAAAAYAAJ","Examen critique de l'histoire de la géographie du nouveau continent, et des progrès de l'astronomie nautique aux quinzième et seizième siècles","Paris : Gide","unknown library","1836-01-01"
"simplicitycreat01adolgoog","The simplicity of the creation; or, The astronomical monument of the blessed Virgin, a new ...","No Publisher","Oxford University","1859-01-01"
"bub_gb_bqb9GdPISDoC","La cosmografia istorica astronomica e fisica di Biagio Soria. Tomo 1 6. Parte storica della cosmografia dei mezzi tempi e della moderna","dai torchi di Saverio Giordano","unknown library","1822-01-01"
"bub_gb_2WxphrK5oA4C","Correspondance astronomique, geographique, hydrographique et statistique du baron de Zach. Premier quinzième volume","No Publisher","unknown library","1819-01-01"
"bub_gb_F9pm2f3vMDUC","Astronomie populaire par François Arago","Gide et J. Baudry","unknown library","1854-01-01"
"effemeridiastro21milagoog","Effemeridi astronomiche di Milano per l'anno ...","Presso Giuseppe Galeazzi tipografo","New York Public Library","1840-01-01"
"vieducardinalda01causgoog","Vie du cardinal d'Astros: archêveque de Toulouse : suivie de pièces justificatives et de ...","A. Vaton","Oxford University","1853-01-01"
"demmaniliiquaef01freigoog","De M. Manilii quae feruntur astronomicon aetate","Göttingen","University of California","1880-01-01"
"elementstheoret00whitgoog","The Elements of Theoretical and Descriptive Astronomy: For the Use of Colleges and Academies","J. Wiley & sons","unknown library","1901-01-01"
"traitdastronomi01andrgoog","Traité d'astronomie stellaire","Gauthier-Villars","New York Public Library","1899-01-01"
"bub_gb_TokBAAAAQAAJ","Das Templum, antiquarische Untersuchungen, mit astronomische Hülfstafeln von B. Tiele","Weidmann","Oxford University","1869-01-01"
"repertoriumfrex03unkngoog","Repertorium für experimental-physik, für physikalische technik, mathematische und astronomische instrumentenkunde","München und Leipzig, R. Oldenbourg","unknown library","1866-01-01"
"lapremirecolede00berlgoog","La première école de géographie astronomique et la prochaine découverte du pays des Garamantes ...","Impr. A.L. Perrin et Marinet","Oxford University","1878-01-01"
"bub_gb_ow3gT-SA0EgC","La cosmografia istorica astronomica e fisica di Biagio Soria. Tomo 1 6. Parte astronomica. 4","dai torchi di Saverio Giordano","National Library of Naples","1822-01-01"
"astronomyforhig00holdgoog","Astronomy for High Schools and Colleges","H. Holt and Company","unknown library","1887-01-01"
"bub_gb_ReqZ6xuKGeEC","Bibliographie astronomique; avec l'histoire de l'astronomie depuis 1781 jusqu'à 1802 par Jérôme de la Lande, ancien directeur ..","de l'Imprimerie de la République","unknown library","1803-01-01"
"monthlynoticesr53socigoog","Monthly Notices of the Royal Astronomical Society","Priestley and Weale","unknown library","1863-01-01"
"bub_gb_ARDxU9DU-YEC","Costruzione dell'orologio solare a tempo medio in piano verticale preceduta da brevi notizie intorno al tempo vero o solare, medio o civile, sidereo o astronomico studii dell'ingegnere Gusmano Coppitz","Tip. di L. Priuli","unknown library","1871-01-01"
"effemeridiastro18milagoog","Effemeridi astronomiche di Milano per l'anno ...","Presso Giuseppe Galeazzi tipografo","New York Public Library","1828-01-01"
"bub_gb_GoI5AAAAcAAJ","Ueber die Gestalt und die Urgeschichte der Erde nebst den davon abhängenden Erscheinungen in astronomischer, geognostischer, geographischer und physikalischer Hinsicht","Nauck","unknown library","1829-01-01"
"dasastronomisch00oppegoog","Das astronomische Weltbild im Wandel der Zeit","B. G. Teubner","University of California","1906-01-01"
"fixedideaastron01tiscgoog","The Fixed Idea of Astronomical Theory","Gustav Fock","University of California","1885-01-01"
"lvolutiondelast00buscgoog","L'évolution de l'astronomie moderne","Larousse","University of California","1912-01-01"
"occasionalthoug01pritgoog","Occasional Thoughts of an Astronomer on Nature and Revelation","J. Murray","Harvard University","1889-01-01"
"iscopernicansys00cassgoog","Is the Copernican System of Astronomy True?","Standard publishing co.","University of Michigan","1888-01-01"
"bub_gb_Eu4MAAAAYAAJ","Repertorium für experimental-physik, für physikalische technik, mathematische und astronomische instrumentenkunde","München und Leipzig, R. Oldenbourg","unknown library","1866-01-01"
"scientificknowl04boxegoog","Scientific Knowledge: Being an Epitome of Mathematics & Astronony; Embracing ...","Printed for the author, by Parke & Bennet","University of Michigan","1846-01-01"
"bub_gb_7ok_AAAAcAAJ","Die merkwürdigen arithmetischen Eigenschaften der wichtigsten Näherungsreihe für die Sonnenabstände der Planeten und die ihnen entsprechenden astronomischen Entdeckungen, mit Rücksicht auf die Geschichte dieser Reihe und der auf sie gegründeten Folgerungen","N.G. Elwert'sche Universitäts-Buchh.","unknown library","1859-01-01"
"astronomyandast03obsegoog","Astronomy and Astro-physics ...","Goodsell Observatory","unknown library","1886-01-01"
"usnavalastronom00gillgoog","The U.S. Naval Astronomical Expedition to the southern hemisphere, during the years 1849-'50-'51-'52","Washington, A. O. P. Nicholson, printer","University of Michigan","1855-01-01"
"astrologersvade00hermgoog","The Astrologer's Vade-mecum; Or A Complete System of Prognostication from ...","I. Holdworth","Harvard University","1851-01-01"
"astronomyforeve02newcgoog","Astronomy for Everybody","McClure, Phillips & Co.","New York Public Library","1902-01-01"
"alettertoastron00carrgoog","A letter ... to the astronomer-royal, explaining a new theory of the solar system","No Publisher","Oxford University","1875-01-01"
"populartelescop00fowlgoog","Popular Telescopic Astronomy.: How to Make a 2-inch Telescope & what to See with It.","Thomas Whittaker","unknown library","1896-01-01"
"elementsastrono02ballgoog","The elements of astronomy","New York, The Macmillan Company; London, Macmillan & Co., ltd.","Harvard University","1900-01-01"
"heavensaboveapo00gillgoog","The Heavens Above: A Popular Handbook of Astronomy.","Potter, Ainsworth, & co.","unknown library","1882-01-01"
"publicationsast15pacigoog","Publications of the Astronomical Society of the Pacific","The Society","unknown library","1900-01-01"
"astrophysicaljo08unkngoog","The Astrophysical journal","No Publisher","University of California","1903-01-01"
"geographicaland00evangoog","Geographical and Astronomical Definitions and Explanations: In Two Parts","Burrill & Hersey","Harvard University","1821-01-01"
"vierteljahrssch00winngoog","vierteljahrsschrift der astronomischen Gessellschaft.","No Publisher","Oxford University","1880-01-01"
"bub_gb_WTN9GSr0LLwC","Il giro astronomico del celebre astronomo fisico e cabalista Pietro G. P. Casamia veneziano nel quale si espone la solita dissertazione critica, ossia introduzione al detto giro anche in quest'anno assai interessante ...","Tipografia di Federigo Cappelli","unknown library","1859-01-01"
"astronomy00ballgoog","Astronomy","Longmans, Green, and co.","Oxford University","1877-01-01"
"demmaniliiquaefe00frei","De M. Manilii Quae feruntur Astronomicon aetate [microform]","Gottingae","Columbia University Libraries","1880-01-01"
